Max Capital Deployment,Total Capital Deployment,Max Drawdown on Capital,Return On Capital,Total Cost,PnL,Net PnL,Win Rate,Profit Factor,Expiry Day PnL,Average Return per Trade,Total Trades,Profitable Trades,Losing Trades,Average Duration,Average Winning Trade,Average Losing Trade,Largest Winning Trade,Largest Losing Trade,Risk Reward Ratio,CAGR,Calmar Ratio,Consecutive Wins,Consecutive Losses,Percent Profitable Days,Best Day PnL,Worst Day PnL,Max Drawdown,Day-wise PnL Drawdown,Expiry Day Net Pnl,Expiry Day Win Ratio,TotalNumberOfExpiryTrades,9:20 to 14:45 Net PnL,9:20 to 14:45 Win Ratio,9:20 to 14:45 Trades,14:45 to 15:30 Net PnL,14:45 to 15:30 Win Ratio,14:45 to 15:30 Trades,timestamp,PnL_Jan-2024,PnL_Feb-2024,PnL_Mar-2024,PnL_Apr-2024,PnL_May-2024,PnL_Jun-2024,PnL_Jul-2024,PnL_Aug-2024,PnL_Sep-2024,PnL_Oct-2024,PnL_Nov-2024,PnL_Dec-2024
959.2475,2442295.455625,16.520934456435903,-213.4001710976572,77750.368125,-126953.21249999992,-204703.58062499992,0.3768762677484787,0.8283369564774109,-62668.134075,-83.04404893509124,2465,895,1570,42.3525354969574,1103.6532176815642,-759.5370767197452,12688.064400000003,-11896.893525,1.4530603594073017,-0.5117589515624998,-3.229238813040096e-05,9,16,0.32098765432098764,13118.347125000004,-10500.078674999984,15847.665074999997,218946.64859999996,-62668.134075,0.2983508245877061,667,-165688.25527499994,0.36775043936731105,2276,-39015.32535,0.30687830687830686,189,2025-03-24 15:22:35,-5322.141974999988,-23336.113125000007,-32210.37712500002,-26134.272674999993,-13567.953674999973,-30495.04867499997,-15987.082950000009,-3860.6214749999963,-30133.175775000003,-17440.20277499998,-8966.391149999989,2749.8007500000026
