Instruments,Entry Timestamp,Entry Price,Exit Timestamp,Exit Price,Quantity,Lot Size,PnL per Lot,Cost per Lot,Net PnL per Lot,Exit Reason,Nearest Expiry Date,Days to Expiry,Expiry Day Flag,Month,Hold Time,Cumulative Capital
"22750CE, 22700PE",2024-05-23 10:53:00,110.1405,2024-05-23 11:04:00,101.85849999999999,2,75,-621.1500000000008,16.521075000000003,-637.6710750000009,Stop Loss Hit,23MAY24,0,True,2024-05,11.0,171276.00147499997
"22750CE, 22700PE",2024-05-23 11:05:00,103.9795,2024-05-23 12:30:00,140.289,2,75,2723.2125000000005,15.596924999999999,2707.615575,Profit Target Hit,23MAY24,0,True,2024-05,85.0,173983.61704999997
"22700CE, 22750PE",2024-05-23 11:05:00,154.429,2024-05-23 11:19:00,152.8635,2,75,-117.41250000000002,23.16435,-140.57685000000004,Trend Reversal,23MAY24,0,True,2024-05,14.0,144391.37960000004
"22700CE, 22750PE",2024-05-23 11:27:00,154.328,2024-05-23 12:30:00,190.58700000000002,2,75,2719.4250000000006,23.1492,2696.2758000000003,Profit Target Hit,23MAY24,0,True,2024-05,63.0,147087.65540000005
"22750CE, 22750PE",2024-05-23 11:58:00,130.13850000000002,2024-05-23 12:30:00,155.0855,2,75,-1871.0249999999983,19.520775,-1890.5457749999982,Stop Loss Hit,23MAY24,0,True,2024-05,32.0,190512.623075
"22850CE, 22800PE",2024-05-23 12:31:00,112.11000000000001,2024-05-23 12:57:00,103.9795,2,75,-609.7875000000008,16.816500000000005,-626.604000000001,Stop Loss Hit,23MAY24,0,True,2024-05,26.0,173357.01304999998
"22800CE, 22850PE",2024-05-23 12:31:00,162.913,2024-05-23 13:00:00,150.692,2,75,-916.5749999999998,24.436950000000003,-941.0119500000001,Stop Loss Hit,23MAY24,0,True,2024-05,29.0,146146.64345000003
"22850CE, 22850PE",2024-05-23 12:38:00,137.461,2024-05-23 13:14:00,110.0395,2,75,2056.6125,20.61915,2035.9933499999997,Profit Target Hit,23MAY24,0,True,2024-05,36.0,192548.616425
"22900CE, 22850PE",2024-05-23 12:58:00,96.2025,2024-05-23 13:13:00,89.3345,2,75,-515.1000000000006,14.430375000000002,-529.5303750000005,Stop Loss Hit,23MAY24,0,True,2024-05,15.0,172827.48267499998
"22850CE, 22900PE",2024-05-23 13:02:00,146.551,2024-05-23 13:26:00,124.02799999999999,2,75,-1689.2250000000004,21.98265,-1711.2076500000003,Stop Loss Hit,23MAY24,0,True,2024-05,24.0,144435.43580000004
"22900CE, 22850PE",2024-05-23 13:14:00,88.779,2024-05-23 13:26:00,76.356,2,75,-931.7249999999999,13.316850000000002,-945.04185,Stop Loss Hit,23MAY24,0,True,2024-05,12.0,171882.44082499997
"22900CE, 22850PE",2024-05-23 13:27:00,75.9015,2024-05-23 13:45:00,70.49799999999999,2,75,-405.2625000000006,11.385225000000002,-416.6477250000007,Stop Loss Hit,23MAY24,0,True,2024-05,18.0,171465.79309999995
"22850CE, 22900PE",2024-05-23 13:27:00,125.39150000000001,2024-05-23 13:51:00,115.6955,2,75,-727.2000000000003,18.808725000000003,-746.0087250000004,Stop Loss Hit,23MAY24,0,True,2024-05,24.0,143689.42707500004
"22850CE, 22800PE",2024-05-23 13:46:00,66.761,2024-05-23 14:01:00,61.205999999999996,2,75,-416.6249999999997,10.01415,-426.6391499999997,Stop Loss Hit,23MAY24,0,True,2024-05,15.0,171039.15394999998
"22850CE, 22900PE",2024-05-23 13:52:00,116.95800000000001,2024-05-23 14:02:00,107.868,2,75,-681.7500000000014,17.5437,-699.2937000000013,Stop Loss Hit,23MAY24,0,True,2024-05,10.0,142990.13337500003
"22900CE, 22850PE",2024-05-23 14:02:00,57.6205,2024-05-23 14:08:00,52.8735,2,75,-356.02499999999975,8.643075,-364.6680749999998,Stop Loss Hit,23MAY24,0,True,2024-05,6.0,170674.48587499995
"22900CE, 22950PE",2024-05-23 14:03:00,123.119,2024-05-23 14:12:00,106.252,2,75,-1265.0250000000003,18.467850000000002,-1283.49285,Stop Loss Hit,23MAY24,0,True,2024-05,9.0,141706.64052500002
"22950CE, 22900PE",2024-05-23 14:09:00,67.0135,2024-05-23 14:13:00,59.388,2,75,-571.9124999999999,10.052025,-581.964525,Stop Loss Hit,23MAY24,0,True,2024-05,4.0,170092.52134999997
"22900CE, 22950PE",2024-05-23 14:13:00,110.4435,2024-05-23 14:25:00,98.87899999999999,2,75,-867.3374999999999,16.566525,-883.9040249999998,Stop Loss Hit,23MAY24,0,True,2024-05,12.0,140822.73650000003
"22950CE, 22900PE",2024-05-23 14:14:00,57.469,2024-05-23 14:23:00,52.77250000000001,2,75,-352.2375000000003,8.62035,-360.85785,Stop Loss Hit,23MAY24,0,True,2024-05,9.0,169731.66349999997
"22900CE, 22900PE",2024-05-23 14:15:00,79.73949999999999,2024-05-23 14:39:00,65.145,2,75,1094.5875000000008,11.960925000000001,1082.626575000001,RSI Oversold,23MAY24,0,True,2024-05,24.0,193631.243
"23000CE, 22950PE",2024-05-23 14:24:00,58.933499999999995,2024-05-23 14:25:00,52.924,2,75,-450.7125000000004,8.840025,-459.55252500000034,Stop Loss Hit,23MAY24,0,True,2024-05,1.0,169272.11097499996
"22950CE, 23000PE",2024-05-23 14:26:00,99.384,2024-05-23 14:31:00,121.6545,2,75,1670.2875,14.907599999999999,1655.3799000000004,Profit Target Hit,23MAY24,0,True,2024-05,5.0,142478.11640000003
"23000CE, 22950PE",2024-05-23 14:29:00,60.397999999999996,2024-05-23 14:31:00,70.801,2,75,780.2249999999999,9.059700000000001,771.1652999999999,Profit Target Hit,23MAY24,0,True,2024-05,2.0,170043.27627499995
"22950CE, 22900PE",2024-05-23 14:32:00,55.9035,2024-05-23 14:33:00,51.611000000000004,2,75,-321.9374999999998,8.385525000000001,-330.3230249999998,Stop Loss Hit,23MAY24,0,True,2024-05,1.0,169712.95324999996
"22950CE, 23000PE",2024-05-23 14:43:00,100.3435,2024-05-23 14:52:00,117.463,2,75,1283.9625,15.051525,1268.910975,Profit Target Hit,23MAY24,0,True,2024-05,9.0,143747.02737500003
"22900CE, 22950PE",2024-05-23 14:55:00,77.77,2024-05-23 15:00:00,70.195,2,75,-568.125,11.6655,-579.7905000000001,Stop Loss Hit,23MAY24,0,True,2024-05,5.0,143167.23687500003
"22950CE, 23000PE",2024-05-23 15:13:00,51.914,2024-05-23 15:21:00,50.954499999999996,2,75,-71.96250000000015,7.787100000000001,-79.7496000000001,EOD,23MAY24,0,True,2024-05,8.0,143087.48727500002
"23050CE, 23000PE",2024-05-24 09:28:00,331.22950000000003,2024-05-24 10:45:00,307.6965,2,75,-1764.9750000000013,49.684425000000005,-1814.6594250000014,Stop Loss Hit,30MAY24,6,False,2024-05,77.0,167898.29382499997
"22950CE, 22950PE",2024-05-24 10:24:00,341.784,2024-05-24 12:11:00,332.28999999999996,2,75,712.0500000000021,51.2676,660.7824000000021,RSI Oversold,30MAY24,6,False,2024-05,107.0,194292.0254
"22950PE, 23000CE",2024-05-24 10:29:00,314.26149999999996,2024-05-24 10:42:00,311.68600000000004,2,75,-193.16249999999621,47.139224999999996,-240.30172499999617,Trend Reversal,30MAY24,6,False,2024-05,13.0,142847.18555000002
"23000CE, 22950PE",2024-05-24 10:54:00,310.87800000000004,2024-05-24 12:25:00,303.45449999999994,2,75,-556.7625000000037,46.63170000000001,-603.3942000000036,Hold Time Exceeded,30MAY24,6,False,2024-05,91.0,167294.89962499996
"23000CE, 23050PE",2024-05-24 11:04:00,356.73199999999997,2024-05-24 11:56:00,351.73249999999996,2,75,-374.96249999999867,53.5098,-428.47229999999865,Trend Reversal,30MAY24,6,False,2024-05,52.0,142418.71325000003
"23000CE, 23050PE",2024-05-24 12:35:00,347.8945,2024-05-24 14:06:00,343.45050000000003,2,75,-333.29999999999905,52.184174999999996,-385.48417499999914,Hold Time Exceeded,30MAY24,6,False,2024-05,91.0,142033.22907500004
"23000CE, 23000PE",2024-05-24 12:35:00,323.1495,2024-05-24 14:34:00,316.68550000000005,2,75,484.7999999999978,48.472425,436.32757499999775,RSI Oversold,30MAY24,6,False,2024-05,119.0,194728.352975
"23050CE, 23000PE",2024-05-24 12:39:00,296.63700000000006,2024-05-24 14:10:00,291.1325,2,75,-412.8375000000026,44.49555000000001,-457.3330500000026,Hold Time Exceeded,30MAY24,6,False,2024-05,91.0,166837.56657499995
"23050CE, 23000PE",2024-05-24 14:11:00,291.385,2024-05-24 15:21:00,281.23449999999997,2,75,-761.2875000000016,43.70775,-804.9952500000013,EOD,30MAY24,6,False,2024-05,70.0,166032.57132499997
"23000CE, 23050PE",2024-05-24 14:14:00,342.188,2024-05-24 15:21:00,332.6435,2,75,-715.8374999999978,51.328199999999995,-767.165699999998,EOD,30MAY24,6,False,2024-05,67.0,141266.06337500003
"23050CE, 23000PE",2024-05-27 09:40:00,264.9735,2024-05-27 11:11:00,251.6415,2,75,-999.8999999999996,39.746025,-1039.6460249999996,Hold Time Exceeded,30MAY24,3,False,2024-05,91.0,164992.92529999994
"23000CE, 23050PE",2024-05-27 09:41:00,316.07950000000005,2024-05-27 10:18:00,315.928,2,75,-11.362499999999955,47.411925,-58.774425000000065,Trend Reversal,30MAY24,3,False,2024-05,37.0,141207.28895000002
"23000CE, 23050PE",2024-05-27 10:32:00,308.1005,2024-05-27 10:55:00,303.808,2,75,-321.9374999999993,46.215075,-368.1525749999993,Trend Reversal,30MAY24,3,False,2024-05,23.0,140839.13637500003
"23050CE, 23000PE",2024-05-27 11:17:00,250.88400000000001,2024-05-27 12:48:00,288.052,2,75,2787.6000000000004,37.6326,2749.9674,Hold Time Exceeded,30MAY24,3,False,2024-05,91.0,167742.89269999997
"23000CE, 23050PE",2024-05-27 11:19:00,301.2325,2024-05-27 11:27:00,301.33349999999996,2,75,7.5749999999978,45.184875000000005,-37.609875000002205,Trend Reversal,30MAY24,3,False,2024-05,8.0,140801.52650000004
"23000CE, 23050PE",2024-05-27 11:39:00,299.5155,2024-05-27 13:10:00,324.412,2,75,1867.2375000000002,44.927324999999996,1822.310175,Hold Time Exceeded,30MAY24,3,False,2024-05,91.0,142623.83667500003
"23000CE, 23000PE",2024-05-27 11:42:00,280.62850000000003,2024-05-27 12:18:00,314.9685,2,75,-2575.4999999999995,42.094274999999996,-2617.5942749999995,Stop Loss Hit,30MAY24,3,False,2024-05,36.0,192110.7587
"23150CE, 23100PE",2024-05-27 12:49:00,258.5095,2024-05-27 14:20:00,243.4605,2,75,-1128.6749999999984,38.776425,-1167.4514249999984,Hold Time Exceeded,30MAY24,3,False,2024-05,91.0,166575.44127499996
"23100CE, 23150PE",2024-05-27 13:20:00,299.2125,2024-05-27 14:23:00,293.8595,2,75,-401.47499999999843,44.881875,-446.3568749999985,Trend Reversal,30MAY24,3,False,2024-05,63.0,142177.47980000003
"23100CE, 23050PE",2024-05-27 14:21:00,253.40900000000002,2024-05-27 15:21:00,239.3195,2,75,-1056.7125,38.01135000000001,-1094.7238499999999,EOD,30MAY24,3,False,2024-05,60.0,165480.71742499995
"22950PE, 23000CE",2024-05-27 15:13:00,250.3285,2024-05-27 15:21:00,242.95550000000003,2,75,-552.9749999999981,37.549274999999994,-590.524274999998,EOD,30MAY24,3,False,2024-05,8.0,141586.95552500003
"23050CE, 23000PE",2024-05-28 09:29:00,230.886,2024-05-28 11:00:00,218.968,2,75,-893.8500000000015,34.63290000000001,-928.4829000000016,Hold Time Exceeded,30MAY24,2,False,2024-05,91.0,164552.23452499995
"22950CE, 23000PE",2024-05-28 09:49:00,287.69849999999997,2024-05-28 11:08:00,274.87149999999997,2,75,-962.025000000001,43.154775,-1005.179775000001,Trend Reversal,30MAY24,2,False,2024-05,79.0,140581.77575000003
"22950PE, 23000CE",2024-05-28 11:44:00,218.261,2024-05-28 12:14:00,217.2005,2,75,-79.53749999999928,32.73915,-112.27664999999928,Trend Reversal,30MAY24,2,False,2024-05,30.0,140469.49910000002
"22900PE, 22950CE",2024-05-28 12:49:00,219.32150000000001,2024-05-28 14:20:00,208.868,2,75,-784.0124999999996,32.898225,-816.9107249999997,Hold Time Exceeded,30MAY24,2,False,2024-05,91.0,139652.58837500002
"22950CE, 22950PE",2024-05-28 12:53:00,239.2185,2024-05-28 13:34:00,232.906,2,75,473.4375,35.882774999999995,437.5547250000001,RSI Oversold,30MAY24,2,False,2024-05,41.0,192548.313425
"22900PE, 22950CE",2024-05-28 14:29:00,206.3935,2024-05-28 15:21:00,197.85899999999998,2,75,-640.0874999999985,30.959025,-671.0465249999986,EOD,30MAY24,2,False,2024-05,52.0,138981.54185000004
"22850CE, 22800PE",2024-05-29 09:33:00,187.8095,2024-05-29 11:04:00,184.77949999999998,2,75,-227.25000000000045,28.171425,-255.42142500000045,Hold Time Exceeded,30MAY24,1,False,2024-05,91.0,164296.81309999997
"22800PE, 22850CE",2024-05-29 09:55:00,179.98200000000003,2024-05-29 10:05:00,175.9925,2,75,-299.21250000000157,26.997300000000003,-326.2098000000016,Trend Reversal,30MAY24,1,False,2024-05,10.0,138655.33205000003
"22750PE, 22800CE",2024-05-29 10:36:00,183.1635,2024-05-29 12:07:00,175.1845,2,75,-598.4249999999988,27.474525,-625.8995249999989,Hold Time Exceeded,30MAY24,1,False,2024-05,91.0,138029.432525
"22750PE, 22800CE",2024-05-29 12:23:00,172.50799999999998,2024-05-29 12:35:00,169.9325,2,75,-193.16249999999928,25.876199999999997,-219.03869999999927,Trend Reversal,30MAY24,1,False,2024-05,12.0,137810.39382500004
"22800CE, 22800PE",2024-05-29 12:48:00,193.011,2024-05-29 13:03:00,191.49599999999998,2,75,113.625,28.95165,84.67335000000003,RSI Oversold,30MAY24,1,False,2024-05,15.0,192632.986775
"22850CE, 22800PE",2024-05-29 12:48:00,166.953,2024-05-29 14:19:00,161.701,2,75,-393.89999999999964,25.042949999999998,-418.94294999999966,Hold Time Exceeded,30MAY24,1,False,2024-05,91.0,163877.87014999997
"22800CE, 22850PE",2024-05-29 12:48:00,217.40249999999997,2024-05-29 14:19:00,212.50400000000002,2,75,-367.38750000000005,32.610375,-399.997875,Hold Time Exceeded,30MAY24,1,False,2024-05,91.0,137410.39595000003
"22800CE, 22800PE",2024-05-29 13:19:00,191.597,2024-05-29 14:01:00,185.8905,2,75,427.98750000000075,28.73955,399.2479500000006,RSI Oversold,30MAY24,1,False,2024-05,42.0,193032.234725
"22600PE, 22650CE",2024-05-30 09:51:00,134.0775,2024-05-30 10:04:00,124.28049999999999,2,75,-734.7750000000003,20.111625,-754.8866250000003,Stop Loss Hit,30MAY24,0,True,2024-05,13.0,136655.50932500002
"22600PE, 22650CE",2024-05-31 09:49:00,771.1855,2024-05-31 10:30:00,763.156,2,75,-602.2125000000035,115.677825,-717.890325000003,Trend Reversal,06JUN24,6,False,2024-05,41.0,135937.619
"22500PE, 22550CE",2024-05-31 11:19:00,771.8924999999999,2024-05-31 12:32:00,757.803,2,75,-1056.7124999999946,115.783875,-1172.4963749999947,Trend Reversal,06JUN24,6,False,2024-05,73.0,134765.12262500002
"22550CE, 22550PE",2024-05-31 12:53:00,778.306,2024-05-31 14:18:00,815.4235,2,75,-2783.8124999999964,116.7459,-2900.5583999999963,RSI Oversold,06JUN24,6,False,2024-05,85.0,190131.676325
"22550CE, 22600PE",2024-05-31 13:20:00,810.626,2024-05-31 14:44:00,883.6995,2,75,5480.512500000003,121.5939,5358.918600000003,Trend Reversal,06JUN24,6,False,2024-05,84.0,140124.04122500002
"22600CE, 22550PE",2024-05-31 13:25:00,769.6200000000001,2024-05-31 14:56:00,841.734,2,75,5408.550000000003,115.443,5293.107000000002,Hold Time Exceeded,06JUN24,6,False,2024-05,91.0,169170.97714999996
"22550CE, 22500PE",2024-05-31 14:57:00,851.5815,2024-05-31 15:21:00,837.1385,2,75,-1083.2249999999988,127.73722500000001,-1210.9622249999989,EOD,06JUN24,6,False,2024-05,24.0,167960.01492499997
"22550CE, 22550PE",2024-05-31 15:01:00,879.8109999999999,2024-05-31 15:21:00,856.1265000000001,2,75,1776.337500000001,131.97165,1644.3658500000008,EOD,06JUN24,6,False,2024-05,20.0,191776.042175
"22500CE, 22550PE",2024-05-31 15:03:00,903.546,2024-05-31 15:18:00,899.607,2,75,-295.42499999999745,135.53189999999998,-430.9568999999972,Trend Reversal,06JUN24,6,False,2024-05,15.0,139693.08432500003
"22600PE, 22650CE",2024-06-04 09:41:00,861.328,2024-06-04 09:48:00,800.0715,2,75,-4594.237500000001,129.19920000000002,-4723.4367,Stop Loss Hit,06JUN24,2,False,2024-06,7.0,134969.64762500004
"22750CE, 22700PE",2024-06-04 09:49:00,758.813,2024-06-04 10:55:00,918.5445,2,75,11979.862500000005,113.82195,11866.040550000005,Profit Target Hit,06JUN24,2,False,2024-06,66.0,179826.05547499997
"22800CE, 22800PE",2024-06-04 09:57:00,737.8050000000001,2024-06-04 10:02:00,820.4735000000001,2,75,-6200.137499999995,110.67075,-6310.808249999996,Stop Loss Hit,06JUN24,2,False,2024-06,5.0,185465.233925
"22800CE, 22850PE",2024-06-04 09:58:00,794.2135,2024-06-04 10:10:00,791.5875000000001,2,75,-196.94999999999823,119.132025,-316.0820249999982,Trend Reversal,06JUN24,2,False,2024-06,12.0,134653.56560000003
"22200PE, 22250CE",2024-06-04 11:20:00,959.2475,2024-06-04 11:38:00,883.548,2,75,-5677.4625,143.887125,-5821.349624999999,Stop Loss Hit,06JUN24,2,False,2024-06,18.0,128832.21597500004
"22200PE, 22250CE",2024-06-04 11:41:00,901.7280000000001,2024-06-04 11:51:00,912.5350000000001,2,75,810.5250000000012,135.25920000000002,675.2658000000013,Trend Reversal,06JUN24,2,False,2024-06,10.0,129507.48177500005
"21550CE, 21500PE",2024-06-04 12:36:00,805.8285,2024-06-04 14:07:00,810.828,2,75,374.9625000000051,120.87427500000001,254.08822500000315,Hold Time Exceeded,06JUN24,2,False,2024-06,91.0,180080.14369999996
"21500CE, 21550PE",2024-06-04 12:36:00,858.601,2024-06-04 14:07:00,857.7425000000001,2,75,-64.38749999999709,128.79014999999998,-193.17764999999963,Hold Time Exceeded,06JUN24,2,False,2024-06,91.0,129314.30412500005
"22100CE, 22100PE",2024-06-04 13:21:00,841.3299999999999,2024-06-04 14:06:00,767.1455000000001,2,75,5563.837499999998,126.1995,5437.637999999997,RSI Oversold,06JUN24,2,False,2024-06,45.0,190902.871925
"22000PE, 22050CE",2024-06-04 14:21:00,705.4345000000001,2024-06-04 14:33:00,628.927,2,75,-5738.062499999999,105.815175,-5843.877675,Stop Loss Hit,06JUN24,2,False,2024-06,12.0,123470.42645000006
"21900PE, 21950CE",2024-06-04 15:08:00,597.718,2024-06-04 15:11:00,540.249,2,75,-4310.174999999997,89.6577,-4399.832699999997,Stop Loss Hit,06JUN24,2,False,2024-06,3.0,119070.59375000006
"21900PE, 21950CE",2024-06-04 15:19:00,578.4775,2024-06-04 15:21:00,564.6405,2,75,-1037.7750000000015,86.771625,-1124.5466250000015,EOD,06JUN24,2,False,2024-06,2.0,117946.04712500006
"22100CE, 22050PE",2024-06-05 09:31:00,428.99749999999995,2024-06-05 09:42:00,398.04100000000005,2,75,-2321.7374999999975,64.349625,-2386.0871249999973,Stop Loss Hit,06JUN24,1,False,2024-06,11.0,177694.05657499997
"22050CE, 22050PE",2024-06-05 10:10:00,370.1145,2024-06-05 10:27:00,387.94100000000003,2,75,-1336.9875000000002,55.517174999999995,-1392.5046750000004,RSI Oversold,06JUN24,1,False,2024-06,17.0,189510.36725
"22050CE, 22100PE",2024-06-05 10:10:00,398.748,2024-06-05 11:27:00,477.0735,2,75,5874.4125,59.812200000000004,5814.6003,Profit Target Hit,06JUN24,1,False,2024-06,77.0,123760.64742500006
"22100CE, 22050PE",2024-06-05 10:10:00,347.2885,2024-06-05 11:18:00,409.8075,2,75,4688.924999999999,52.093275,4636.831724999996,Profit Target Hit,06JUN24,1,False,2024-06,68.0,182330.88829999996
"22150CE, 22150PE",2024-06-05 10:51:00,355.3685,2024-06-05 11:14:00,398.546,2,75,-3238.312499999999,53.305275,-3291.617774999999,Stop Loss Hit,06JUN24,1,False,2024-06,23.0,186218.74947500002
"22400CE, 22350PE",2024-06-05 11:19:00,375.4675,2024-06-05 12:50:00,401.3235,2,75,1939.200000000002,56.320125000000004,1882.8798750000024,Hold Time Exceeded,06JUN24,1,False,2024-06,91.0,184213.76817499998
"22400CE, 22450PE",2024-06-05 11:28:00,418.3925,2024-06-05 12:18:00,441.11749999999995,2,75,1704.3749999999993,62.758875,1641.616124999999,Trend Reversal,06JUN24,1,False,2024-06,50.0,125402.26355000006
"22350PE, 22400CE",2024-06-05 12:28:00,385.4665,2024-06-05 13:07:00,351.48,2,75,-2548.987500000001,57.819975,-2606.807475000001,Stop Loss Hit,06JUN24,1,False,2024-06,39.0,122795.45607500007
"22350CE, 22300PE",2024-06-05 12:51:00,386.0725,2024-06-05 13:01:00,358.7015,2,75,-2052.824999999999,57.910875000000004,-2110.7358749999985,Stop Loss Hit,06JUN24,1,False,2024-06,10.0,182103.03229999996
"22400CE, 22350PE",2024-06-05 13:02:00,368.59950000000003,2024-06-05 13:11:00,340.673,2,75,-2094.4875000000056,55.28992500000001,-2149.7774250000048,Stop Loss Hit,06JUN24,1,False,2024-06,9.0,179953.25487499998
"22400CE, 22450PE",2024-06-05 13:08:00,403.091,2024-06-05 13:22:00,390.365,2,75,-954.45,60.46364999999999,-1014.9136499999996,Trend Reversal,06JUN24,1,False,2024-06,14.0,121780.54242500007
"22450CE, 22400PE",2024-06-05 13:12:00,350.773,2024-06-05 14:09:00,324.31100000000004,2,75,-1984.6499999999996,52.61595,-2037.265949999999,Stop Loss Hit,06JUN24,1,False,2024-06,57.0,177915.98892499995
"22500CE, 22500PE",2024-06-05 14:00:00,355.722,2024-06-05 14:16:00,353.601,2,75,159.07500000000073,53.3583,105.71670000000074,RSI Oversold,06JUN24,1,False,2024-06,16.0,186324.466175
"22500CE, 22550PE",2024-06-05 14:02:00,381.679,2024-06-05 15:10:00,350.82349999999997,2,75,-2314.1625000000004,57.25185,-2371.41435,Stop Loss Hit,06JUN24,1,False,2024-06,68.0,119409.12807500006
"22600CE, 22550PE",2024-06-05 14:10:00,324.71500000000003,2024-06-05 15:10:00,295.32399999999996,2,75,-2204.3250000000016,48.70725,-2253.0322500000016,Stop Loss Hit,06JUN24,1,False,2024-06,60.0,175662.95667499996
"22650CE, 22650PE",2024-06-05 14:49:00,369.8115,2024-06-05 15:16:00,332.18899999999996,2,75,2821.6875000000023,55.471725000000006,2766.2157750000024,RSI Oversold,06JUN24,1,False,2024-06,27.0,189090.68195
"22700CE, 22650PE",2024-06-05 15:11:00,300.0205,2024-06-05 15:21:00,334.815,2,75,2609.587499999998,45.003074999999995,2564.584424999998,EOD,06JUN24,1,False,2024-06,10.0,178227.54109999997
"22800CE, 22750PE",2024-06-06 09:32:00,222.1495,2024-06-06 09:38:00,205.98950000000002,2,75,-1211.9999999999995,33.322424999999996,-1245.3224249999996,Stop Loss Hit,06JUN24,0,True,2024-06,6.0,176982.21867499995
"22750CE, 22800PE",2024-06-06 09:56:00,244.1675,2024-06-06 10:04:00,231.89600000000002,2,75,-920.3624999999981,36.625125,-956.9876249999982,Trend Reversal,06JUN24,0,True,2024-06,8.0,118452.14045000006
"22850CE, 22800PE",2024-06-06 10:16:00,168.7205,2024-06-06 10:38:00,156.752,2,75,-897.6374999999994,25.308075000000002,-922.9455749999995,Stop Loss Hit,06JUN24,0,True,2024-06,22.0,176059.27309999996
"22850CE, 22900PE",2024-06-06 10:21:00,231.29000000000002,2024-06-06 10:37:00,212.1,2,75,-1439.25,34.6935,-1473.9434999999999,Stop Loss Hit,06JUN24,0,True,2024-06,16.0,116978.19695000007
"22900CE, 22850PE",2024-06-06 10:39:00,159.9335,2024-06-06 10:50:00,147.1065,2,75,-962.0249999999997,23.990025000000003,-986.0150249999998,Stop Loss Hit,06JUN24,0,True,2024-06,11.0,175073.25807499996
"22900CE, 22850PE",2024-06-06 10:51:00,147.662,2024-06-06 11:02:00,136.552,2,75,-833.2500000000014,22.149300000000004,-855.399300000001,Stop Loss Hit,06JUN24,0,True,2024-06,11.0,174217.85877499997
"22900CE, 22950PE",2024-06-06 11:00:00,198.96999999999997,2024-06-06 11:38:00,237.65300000000002,2,75,2901.225000000002,29.8455,2871.3795000000023,Profit Target Hit,06JUN24,0,True,2024-06,38.0,119849.57645000007
"22950CE, 22900PE",2024-06-06 11:03:00,141.4505,2024-06-06 11:35:00,167.8115,2,75,1977.0749999999994,21.217575000000004,1955.8574249999992,Profit Target Hit,06JUN24,0,True,2024-06,32.0,176173.71619999997
"22750PE, 22800CE",2024-06-06 12:01:00,158.2165,2024-06-06 12:05:00,163.6705,2,75,409.04999999999905,23.732475,385.317524999999,Trend Reversal,06JUN24,0,True,2024-06,4.0,120234.89397500007
"22750PE, 22800CE",2024-06-06 12:56:00,125.1895,2024-06-06 12:59:00,115.6955,2,75,-712.05,18.778425,-730.828425,Stop Loss Hit,06JUN24,0,True,2024-06,3.0,119504.06555000007
"22750PE, 22800CE",2024-06-06 13:01:00,123.22,2024-06-06 13:03:00,144.632,2,75,1605.8999999999996,18.483,1587.417,Profit Target Hit,06JUN24,0,True,2024-06,2.0,121091.48255000007
"22750PE, 22800CE",2024-06-06 13:26:00,123.422,2024-06-06 13:27:00,107.96900000000001,2,75,-1158.9749999999988,18.5133,-1177.4882999999988,Stop Loss Hit,06JUN24,0,True,2024-06,1.0,119913.99425000008
"22850CE, 22900PE",2024-06-06 13:42:00,169.7305,2024-06-06 13:49:00,202.3535,2,75,2446.725,25.459574999999997,2421.265425,Profit Target Hit,06JUN24,0,True,2024-06,7.0,122335.25967500008
"22850CE, 22850PE",2024-06-06 13:42:00,135.44099999999997,2024-06-06 13:49:00,157.8125,2,75,-1677.8624999999997,20.31615,-1698.1786499999994,Stop Loss Hit,06JUN24,0,True,2024-06,7.0,187392.5033
"22950CE, 22900PE",2024-06-07 09:28:00,448.0865,2024-06-07 10:59:00,435.10800000000006,2,75,-973.3875000000016,67.212975,-1040.600475000002,Hold Time Exceeded,13JUN24,6,False,2024-06,91.0,175133.11572499995
"23000CE, 23050PE",2024-06-07 09:59:00,481.871,2024-06-07 11:30:00,466.46849999999995,2,75,-1155.1874999999964,72.28065,-1227.4681499999965,Hold Time Exceeded,13JUN24,6,False,2024-06,91.0,121107.79152500008
"23050CE, 23050PE",2024-06-07 10:40:00,435.916,2024-06-07 10:54:00,435.31,2,75,45.44999999999959,65.3874,-19.937400000000366,RSI Oversold,13JUN24,6,False,2024-06,14.0,187372.56590000002
"23100CE, 23050PE",2024-06-07 11:00:00,407.8885,2024-06-07 11:53:00,482.78000000000003,2,75,5616.862500000003,61.18327500000001,5555.6792250000035,Profit Target Hit,13JUN24,6,False,2024-06,53.0,180688.79494999995
"23100CE, 23100PE",2024-06-07 11:07:00,431.472,2024-06-07 11:21:00,431.11850000000004,2,75,26.512499999999818,64.7208,-38.20830000000012,RSI Oversold,13JUN24,6,False,2024-06,14.0,187334.35760000002
"23100CE, 23150PE",2024-06-07 11:34:00,456.77250000000004,2024-06-07 12:16:00,498.334,2,75,3117.1125,68.51587500000001,3048.5966249999997,Trend Reversal,13JUN24,6,False,2024-06,42.0,124156.38815000009
"23100CE, 23100PE",2024-06-07 11:36:00,437.7845,2024-06-07 11:53:00,500.00050000000005,2,75,-4666.200000000001,65.667675,-4731.8676749999995,Stop Loss Hit,13JUN24,6,False,2024-06,17.0,182602.489925
"23250CE, 23200PE",2024-06-07 11:54:00,440.0065,2024-06-07 13:25:00,424.503,2,75,-1162.7624999999957,66.000975,-1228.7634749999959,Hold Time Exceeded,13JUN24,6,False,2024-06,91.0,179460.03147499997
