Max Capital Deployment,Total Capital Deployment,Max Drawdown on Capital,Return On Capital,Total Cost,PnL,Net PnL,Win Rate,Profit Factor,Expiry Day PnL,Average Return per Trade,Total Trades,Profitable Trades,Losing Trades,Average Duration,Average Winning Trade,Average Losing Trade,Largest Winning Trade,Largest Losing Trade,Risk Reward Ratio,CAGR,Calmar Ratio,Consecutive Wins,Consecutive Losses,Percent Profitable Days,Best Day PnL,Worst Day PnL,Max Drawdown,Day-wise PnL Drawdown,Expiry Day Net Pnl,Expiry Day Win Ratio,TotalNumberOfExpiryTrades,9:20 to 14:45 Net PnL,9:20 to 14:45 Win Ratio,9:20 to 14:45 Trades,14:45 to 15:30 Net PnL,14:45 to 15:30 Win Ratio,14:45 to 15:30 Trades,timestamp,PnL_Jan-2024,PnL_Feb-2024,PnL_Mar-2024,PnL_Apr-2024,PnL_May-2024,PnL_Jun-2024,PnL_Jul-2024,PnL_Aug-2024,PnL_Sep-2024,PnL_Oct-2024,PnL_Nov-2024,PnL_Dec-2024
879.8109999999999,460227.00299999997,20.12818849730226,1.7768912868786673,16802.259,18365.587500000005,1563.328500000007,0.6507936507936508,1.0082739517532957,2201.5298250000055,3.1018422619047756,504,317,187,34.04563492063492,600.9751942429023,-1010.4053907754011,5437.637999999997,-11896.893525,0.5947862112866444,0.007816642499999915,4.413937416963263e-07,10,6,0.6126126126126126,6187.025174999998,-14183.422424999999,17709.00165,23142.57187499998,2201.5298250000055,0.6132075471698113,106,-5273.336249999997,0.6326963906581741,471,6836.664750000006,0.5757575757575758,33,2025-03-24 15:22:34,1839.4675500000046,1344.660974999987,-3629.3037000000077,-12816.286424999991,5037.503775000015,-8590.322699999988,6751.445999999996,-7551.472049999997,3510.4065,2315.003325000005,4805.011874999995,8547.21337499999
