Instruments,Entry Timestamp,Entry Price,Exit Timestamp,Exit Price,Quantity,Lot Size,PnL per Lot,Cost per Lot,Net PnL per Lot,Exit Reason,Nearest Expiry Date,Days to Expiry,Expiry Day Flag,Month,Hold Time
"21750CE, 21700PE",2024-01-01 09:47:00,213.1605,2024-01-01 11:18:00,203.7675,2,75,-704.474999999999,31.974075,-736.4490749999991,Hold Time Exceeded,04JAN24,3,False,1,91.0
"21800CE, 21750PE",2024-01-01 11:19:00,200.13150000000002,2024-01-01 12:50:00,190.1325,2,75,-749.9250000000006,30.019725,-779.9447250000006,Hold Time Exceeded,04JAN24,3,False,1,91.0
"21800CE, 21750PE",2024-01-01 12:51:00,190.183,2024-01-01 14:22:00,204.828,2,75,1098.3749999999995,28.52745,1069.8475499999995,Hold Time Exceeded,04JAN24,3,False,1,91.0
"21850CE, 21800PE",2024-01-01 14:23:00,192.405,2024-01-01 15:21:00,182.81,2,75,-719.6250000000009,28.860750000000003,-748.4857500000007,EOD,04JAN24,3,False,1,58.0
"21800CE, 21750PE",2024-01-02 09:41:00,169.32649999999998,2024-01-02 10:25:00,200.586,2,75,2344.462500000002,25.398974999999993,2319.063525000002,Profit Target Hit,04JAN24,2,False,1,44.0
"21700CE, 21650PE",2024-01-02 14:12:00,158.368,2024-01-02 15:15:00,145.339,2,75,-977.1750000000002,23.755200000000002,-1000.9302000000002,Stop Loss Hit,04JAN24,2,False,1,63.0
"21650CE, 21600PE",2024-01-03 09:33:00,136.75400000000002,2024-01-03 10:29:00,126.755,2,75,-749.9250000000008,20.5131,-770.4381000000009,Stop Loss Hit,04JAN24,1,False,1,56.0
"21650CE, 21600PE",2024-01-03 11:52:00,111.65550000000002,2024-01-03 12:25:00,132.7645,2,75,1583.1749999999993,16.748325,1566.4266749999995,Profit Target Hit,04JAN24,1,False,1,33.0
"21650CE, 21600PE",2024-01-04 09:28:00,55.651,2024-01-04 09:34:00,51.50999999999999,2,75,-310.57500000000033,8.34765,-318.9226500000004,Stop Loss Hit,04JAN24,0,True,1,6.0
"21800CE, 21750PE",2024-01-05 09:53:00,209.4235,2024-01-05 11:24:00,221.19,2,75,882.4875000000009,31.413525,851.0739750000012,Hold Time Exceeded,11JAN24,6,False,1,91.0
