Max Capital Deployment,Max Drawdown on Capital,Return On Capital,Total Cost,PnL,Net PnL per Lot,Win Rate,Profit Factor,Expiry Day PnL,Average Return per Trade,Total Trades,Profitable Trades,Losing Trades,Average Duration,Average Winning Trade,Average Losing Trade,Largest Winning Trade,Largest Losing Trade,Risk Reward Ratio,Consecutive Wins,Consecutive Losses,Percent Profitable Days,Best Day PnL,Worst Day PnL,Max Drawdown,Day-wise PnL Drawdown,Expiry Day Net Pnl,Expiry Day Win Ratio,TotalNumberOfExpiryTrades,9:15 to 9:20 Net PnL,9:15 to 9:20 Win Ratio,9:15 to 9:20 Trades,14:45 to 15:30 Net PnL,14:45 to 15:30 Win Ratio,14:45 to 15:30 Trades,timestamp,PnL_Jan-2024
309.1105,13.839895441921263,-15.463649730436194,1111.26765,6332.700000000002,-4779.976499999997,0.43243243243243246,0.7472411707449942,0,-129.18855405405398,37,13,24,0,1087.018326923077,-787.9672812499999,3375.8745000000004,-2149.10325,1.3795221613753739,3,5,0.3333333333333333,2218.4902500000007,-2114.7884999999983,4278.0570000000025,4923.674249999997,0,0,0,0,0,0,-1418.0399999999981,0.3333333333333333,3,2025-03-24 12:16:40,-4779.976499999997
