Instruments,Entry Timestamp,Entry Price,Exit Timestamp,Exit Price,Quantity,Lot Size,PnL per Lot,Cost per Lot,Net PnL per Lot,Exit Reason,Nearest Expiry Date,Days to Expiry,Expiry Day Flag,Month,Hold Time
"21950CE, 21950PE",2024-03-15 12:49:00,314.716,2024-03-15 14:06:00,313.302,2,75,106.04999999999927,47.2074,58.84259999999904,RSI Oversold,21MAR24,6,False,3,77.0
"22000CE, 22000PE",2024-03-18 11:38:00,269.97299999999996,2024-03-18 12:43:00,276.1845,2,75,-465.8625000000002,40.49595,-506.3584500000002,RSI Oversold,21MAR24,3,False,3,65.0
"21900CE, 21900PE",2024-03-19 11:20:00,238.5115,2024-03-19 11:34:00,238.30949999999999,2,75,15.150000000002024,35.776725,-20.626724999998032,RSI Oversold,21MAR24,2,False,3,14.0
"21800CE, 21800PE",2024-03-20 10:59:00,183.315,2024-03-20 11:23:00,179.07299999999998,2,75,318.1500000000003,27.49725,290.65275000000037,RSI Oversold,21MAR24,1,False,3,24.0
"21850CE, 21850PE",2024-03-20 11:42:00,179.376,2024-03-20 12:07:00,174.12400000000002,2,75,393.89999999999964,26.906400000000005,366.9935999999996,RSI Oversold,21MAR24,1,False,3,25.0
"21900CE, 21900PE",2024-03-20 13:11:00,165.1855,2024-03-20 13:34:00,158.57,2,75,496.16249999999974,24.777825,471.3846749999998,RSI Oversold,21MAR24,1,False,3,23.0
"22050CE, 22050PE",2024-03-21 10:05:00,90.1425,2024-03-21 10:25:00,76.7095,2,75,1007.4749999999995,13.521375,993.9536249999995,RSI Oversold,21MAR24,0,True,3,20.0
"22000CE, 22000PE",2024-03-22 10:00:00,265.6805,2024-03-22 10:19:00,296.8895,2,75,-2340.675000000001,39.852075,-2380.527075000001,Stop Loss Hit,28MAR24,6,False,3,19.0
"22050CE, 22050PE",2024-03-22 10:20:00,290.8295,2024-03-22 12:17:00,284.3655,2,75,484.7999999999999,43.624425,441.17557499999987,RSI Oversold,28MAR24,6,False,3,117.0
"22100CE, 22100PE",2024-03-22 13:02:00,278.9115,2024-03-22 13:15:00,270.5285,2,75,628.7250000000007,41.836725,586.8882750000007,RSI Oversold,28MAR24,6,False,3,13.0
"22150CE, 22150PE",2024-03-22 14:18:00,269.56899999999996,2024-03-22 14:38:00,256.9945,2,75,943.0874999999988,40.43535,902.6521499999989,RSI Oversold,28MAR24,6,False,3,20.0
"22050CE, 22050PE",2024-03-26 10:30:00,226.341,2024-03-26 10:44:00,220.98799999999997,2,75,401.4750000000025,33.951150000000005,367.52385000000265,RSI Oversold,28MAR24,2,False,3,14.0
"22150CE, 22150PE",2024-03-27 10:01:00,169.9325,2024-03-27 10:29:00,166.65,2,75,246.18750000000043,25.489874999999998,220.69762500000041,RSI Oversold,28MAR24,1,False,3,28.0
