Max Capital Required,Total Capital Deployment,Return On Capital,Total Cost,PnL,Net PnL,Win Rate,Profit Factor,Expiry Day PnL,Average Return per Trade,Total Trades,Profitable Trades,Losing Trades,Average Duration,Average Winning Trade,Average Losing Trade,Largest Winning Trade,Largest Losing Trade,Risk Reward Ratio,CAGR,Calmar Ratio,Consecutive Wins,Consecutive Losses,Percent Profitable Days,Best Day PnL,Worst Day PnL,Max Drawdown,Expiry Day Net Pnl,Expiry Day Win Ratio,TotalNumberOfExpiryTrades,9:20 to 14:45 Net PnL,9:20 to 14:45 Win Ratio,9:20 to 14:45 Trades,14:45 to 15:30 Net PnL,14:45 to 15:30 Win Ratio,14:45 to 15:30 Trades,timestamp,PnL_Jan-2024,PnL_Feb-2024,PnL_Mar-2024,PnL_Apr-2024,PnL_May-2024,PnL_Jun-2024,PnL_Jul-2024,PnL_Aug-2024,PnL_Sep-2024,PnL_Oct-2024,PnL_Nov-2024,PnL_Dec-2024
63996.349725,200000,-15.235692187499989,21608.634375,-8862.749999999982,-30471.38437499998,0.3128205128205128,0.9244315323805846,-5767.764074999996,-39.06587740384613,780,241,539,51.991025641025644,1546.7113702282159,-748.105425974026,11866.040550000005,-2511.8700000000017,2.067504547523382,-0.15235692187499983,-0.6859702041130208,6,17,0.37155963302752293,12120.128775000008,-3896.7845250000005,0.2221042852320411,-5767.764074999996,0.275,240,-16589.727224999973,0.31029810298102983,738,-13881.657150000005,0.2857142857142857,42,2025-03-26 16:50:04,1381.1421749999913,-7846.313774999997,-13487.295075000005,-7610.610074999996,-4476.908325000015,8045.066625000012,-4191.550499999997,13630.29592500001,-13060.224150000004,2128.8249750000095,-4027.180574999997,-956.6315999999961
