Instruments,Entry Timestamp,Entry Price,Exit Timestamp,Exit Price,Quantity,Lot Size,PnL per Lot,Cost per Lot,Net PnL per Lot,Exit Reason,Nearest Expiry Date,Days to Expiry,Expiry Day Flag,Month,Hold Time
"21850CE, 21900PE",2024-01-12 13:34:00,301.63649999999996,2024-01-12 14:27:00,308.757,2,75,534.0375000000017,45.245475,488.7920250000018,Trend Reversal,18JAN24,6,False,1,53.0
"21900CE, 21950PE",2024-01-12 14:37:00,309.1105,2024-01-12 15:10:00,286.63800000000003,2,75,-1685.4375,46.366575,-1731.804075,Stop Loss Hit,18JAN24,6,False,1,33.0
"21900CE, 21950PE",2024-01-12 15:19:00,288.4055,2024-01-12 15:21:00,286.3855,2,75,-151.50000000000068,43.260825,-194.76082500000064,EOD,18JAN24,6,False,1,2.0
"22000PE, 22050CE",2024-01-15 10:06:00,225.937,2024-01-15 10:26:00,223.31099999999998,2,75,-196.94999999999823,33.89055,-230.84054999999822,Trend Reversal,18JAN24,3,False,1,20.0
"22050PE, 22100CE",2024-01-15 10:42:00,219.675,2024-01-15 12:13:00,209.3225,2,75,-776.4375000000014,32.95125,-809.3887500000014,Hold Time Exceeded,18JAN24,3,False,1,91.0
"22050CE, 22100PE",2024-01-15 12:14:00,258.964,2024-01-15 12:32:00,261.3375,2,75,178.01249999999834,38.8446,139.16789999999835,Trend Reversal,18JAN24,3,False,1,18.0
"22050CE, 22100PE",2024-01-15 13:59:00,256.0855,2024-01-15 15:21:00,254.823,2,75,-94.68749999999909,38.412825,-133.1003249999992,EOD,18JAN24,3,False,1,82.0
"22100CE, 22150PE",2024-01-16 09:48:00,234.8755,2024-01-16 10:29:00,233.108,2,75,-132.56249999999986,35.231325,-167.79382499999986,Trend Reversal,18JAN24,2,False,1,41.0
"22100CE, 22150PE",2024-01-16 10:38:00,229.7245,2024-01-16 12:09:00,221.3415,2,75,-628.7250000000008,34.458675,-663.1836750000009,Hold Time Exceeded,18JAN24,2,False,1,91.0
"22100PE, 22150CE",2024-01-16 12:24:00,169.377,2024-01-16 12:35:00,167.1045,2,75,-170.43749999999955,25.406550000000003,-195.84404999999953,Trend Reversal,18JAN24,2,False,1,11.0
"22050PE, 22100CE",2024-01-16 13:17:00,165.84199999999998,2024-01-16 13:24:00,169.9325,2,75,306.7874999999999,24.8763,281.9111999999999,Trend Reversal,18JAN24,2,False,1,7.0
"22050PE, 22100CE",2024-01-16 13:51:00,173.619,2024-01-16 14:14:00,160.2365,2,75,-1003.6875000000005,26.042850000000005,-1029.7303500000003,Stop Loss Hit,18JAN24,2,False,1,23.0
"21750PE, 21800CE",2024-01-17 10:53:00,141.4505,2024-01-17 11:12:00,138.875,2,75,-193.1624999999998,21.217575,-214.38007499999975,Trend Reversal,18JAN24,1,False,1,19.0
"21700PE, 21750CE",2024-01-17 12:15:00,170.9425,2024-01-17 12:20:00,158.772,2,75,-912.7874999999991,25.641375,-938.4288749999992,Stop Loss Hit,18JAN24,1,False,1,5.0
"21650PE, 21700CE",2024-01-17 13:01:00,171.094,2024-01-17 13:08:00,164.226,2,75,-515.0999999999997,25.664099999999998,-540.7640999999994,Trend Reversal,18JAN24,1,False,1,7.0
"21650PE, 21700CE",2024-01-17 13:31:00,167.3065,2024-01-17 13:42:00,154.328,2,75,-973.3874999999987,25.095974999999996,-998.4834749999986,Stop Loss Hit,18JAN24,1,False,1,11.0
"21550PE, 21600CE",2024-01-17 14:57:00,142.5615,2024-01-17 15:07:00,134.8855,2,75,-575.6999999999997,21.384225,-597.0842249999997,Trend Reversal,18JAN24,1,False,1,10.0
"21350PE, 21400CE",2024-01-18 09:50:00,84.739,2024-01-18 09:53:00,103.3735,2,75,1397.5875000000008,12.71085,1384.8766500000008,Profit Target Hit,18JAN24,0,True,1,3.0
"21350PE, 21400CE",2024-01-18 10:06:00,87.7185,2024-01-18 10:18:00,81.507,2,75,-465.8624999999997,13.157775,-479.02027499999986,Stop Loss Hit,18JAN24,0,True,1,12.0
"21400CE, 21450PE",2024-01-18 10:21:00,126.654,2024-01-18 10:31:00,116.9075,2,75,-730.9875000000003,18.9981,-749.9856000000004,Stop Loss Hit,18JAN24,0,True,1,10.0
"21400CE, 21450PE",2024-01-18 10:32:00,116.857,2024-01-18 10:46:00,113.12,2,75,-280.2750000000002,17.528550000000003,-297.8035500000002,Trend Reversal,18JAN24,0,True,1,14.0
